набор,текст,условие,черешок,CV длинного,черешок без оси,CV без оси,черешок вдоль оси,черешок поперёк оси,доля вдоль оси,черешок при |вдоль|<0.05,"доля |вдоль|<0.05, %",черешок при |вдоль|<0.1,"доля |вдоль|<0.1, %",черешок при |вдоль|<0.15,"доля |вдоль|<0.15, %",черешок при |вдоль|<0.2,"доля |вдоль|<0.2, %",черешок при |вдоль|<0.3,"доля |вдоль|<0.3, %",черешок при |вдоль|>=0.2,"черешок, осмысленные","черешок, бессмысленные"
механические,0,исходный,0.7697825887477073,0.0525446384169033,0.7773630247816347,0.05293363012880519,0.05119668954933356,0.7669823529528316,0.061203975609879314,0.7700689650041873,54.8275080466023,0.7682691586188725,85.83843329253368,0.7705971031942109,98.8888888888889,0.7699414365939313,99.62962962962963,0.7697825909400245,100.0,,0.7751626854049561,0.7657070381677107
механические,0,перемешивание,0.7686740476866563,0.04792551237643546,0.7773499357951131,0.04667959012162729,0.06085635647698479,0.7649975247594551,0.07082716338022797,0.7629115223505507,50.846629762292416,0.7600728207710784,78.91481843289073,0.765415582179331,95.80218772989856,0.7686740468732823,100.0,0.7686740468732823,100.0,,0.7664970087305581,0.7706283721942464
механические,0,эхо x2,0.7928888853463084,0.05753045955126551,0.7950752309167983,0.058533203348832136,0.05756187923814032,0.7897275294180215,0.06663108256714778,0.7975664039447622,49.258084723201,0.7873596798788468,83.48171638869313,0.7924690599063983,97.76094276094277,0.7928888848608477,100.0,0.7928888848608477,100.0,,0.7976772319684041,0.7650264804098509
механические,0,эхо x4,0.7729286119127551,0.049603527218078675,0.7798220122397111,0.049475002578536015,0.043527547227657414,0.770901666100249,0.05169871507739355,0.7570895264486674,66.5873015873016,0.7758703372607053,93.01587301587301,0.7729286127771188,100.0,0.7729286127771188,100.0,0.7729286127771188,100.0,,0.8469841225280175,0.7132839852250411
механические,0,эхо на четверти,0.7701688094961204,0.0522457857544626,0.7757240299057028,0.05097168125359674,0.05925914023074314,0.7667763176624982,0.06955757589393918,0.7626623017351047,49.793670611543895,0.7674568184097282,85.71711185749204,0.7704242413662431,97.38248896548085,0.7701688076364265,100.0,0.7701688076364265,100.0,,0.7841602936352173,0.7707467132523741
механические,0,словарь к 25,0.770134954665048,0.09380685974812358,0.7692452018448032,0.09456620964793999,0.062136077828434964,0.7662112314622235,0.0730772138132,0.7489560628683053,48.95440602757676,0.7724100668114452,80.65100211441676,0.767955627374559,93.13380386551118,0.7701349554952115,100.0,0.7701349554952115,100.0,,0.7665724334632885,0.7620833025367538
механические,0,словарь к 60,0.7570970299578222,0.04343742970591879,0.7591749427468878,0.043363430656963055,0.058286241209596475,0.753819800149745,0.07016062843440672,0.7548129748812263,47.68062397372742,0.7565587717223075,84.33908045977012,0.7569935329740823,98.85057471264368,0.7570970309424289,100.0,0.7570970309424289,100.0,,0.7610764671098074,0.7737284173339871
механические,0,все слова разные,0.7349216205187133,0.04656525726716012,0.7428073053464307,0.04544337059819146,0.05299880780363799,0.7316944823919109,0.06467720348805212,0.726591113058587,55.50952768453531,0.731291526869791,85.69779269657208,0.7322538496112996,96.8392499915234,0.733044550166673,98.31417624521073,0.734921620584787,100.0,,0.7624815763107566,0.7282287914502995
механические,0,чужие хапаксы,0.7274710947266522,0.0406970847870592,0.7357730603833089,0.04046554815075744,0.051409774782200095,0.7245835361573164,0.06325150845893412,0.7111799194656588,57.02380952380952,0.7218904926290763,88.50198412698411,0.7250566730476851,96.72619047619048,0.7274710944092716,100.0,0.7274710944092716,100.0,,0.7477433294477741,0.7288129601902087
механические,0,хапаксы одного домена,0.7398828279774783,0.04655474116816705,0.7467357890643452,0.04708552945926728,0.05425509324861554,0.7368408301796601,0.06664121111959594,0.7287601994988205,55.02565634647336,0.7377471430284382,85.27907500877923,0.7380581644631704,96.91704535329234,0.7398828281598487,100.0,0.7398828281598487,100.0,,0.7787738518439803,0.7143928190285168
механические,0,20 чужих хапаксов,0.7680162716303114,0.042479158444817096,0.773933891755559,0.04248476842722806,0.056880381625549266,0.7649033989931677,0.0672653427688457,0.7564773617287269,50.52583635080049,0.7654762277651098,84.50638792102207,0.7677867565299549,96.04039989979731,0.7680162707409676,100.0,0.7680162707409676,100.0,,0.7640418323369179,0.7589692159611724
механические,0,маркер каждые 3,0.8004335434935349,0.06160624561123662,0.8054786817095119,0.06082088161144746,0.05688568003868038,0.7974329441341182,0.06508170635855222,0.7925659392219685,46.17247180166019,0.7978963980006437,86.20642318499522,0.8006762554897131,98.00048414427499,0.8004335425187943,100.0,0.8004335425187943,100.0,,0.8268326263370289,0.7974836311350048
механические,0,без пунктуации,0.7963761597019069,0.054890451073140174,0.8015799512617418,0.055142016399550985,0.0600224146988631,0.7927324192380061,0.06804142581636162,0.7956579716714082,52.35415816563938,0.7937731885494603,80.19450350421293,0.793713609671837,93.61882467481333,0.7963761593286224,100.0,0.7963761593286224,100.0,,0.825329243932138,0.7715249931048848
механические,0,без служебных,0.7479376580928743,0.05663083612158291,0.752196889788617,0.056523206077439936,0.05213211631312492,0.7451181154709116,0.06414155457186017,0.7461012108525504,55.141996557659205,0.7441500585400539,86.98690867365566,0.745674252382101,98.13319210909572,0.7461079498964835,99.26739926739926,0.747937658111611,100.0,,0.7485060020810989,0.7440053072113212
механические,1,исходный,0.7792900128915202,0.05172529840056748,0.7836851722548688,0.05154510469127951,0.050788523661112826,0.7765753602431849,0.05927981871563679,0.7706783596986376,54.80364252830659,0.7770879360741646,89.86795446061963,0.7782112482675947,97.20013686699018,0.7787022559652502,99.29824561403508,0.779290011747082,100.0,,0.7902907885684712,0.766497617900351
механические,1,перемешивание,0.766143930336416,0.06108946682398427,0.7698685933700188,0.059757373924541245,0.057457835046689665,0.7627675875032222,0.06764910811531748,0.7587877007103033,53.21705067703032,0.7634836180000759,84.28793184854072,0.7652570284460802,95.84071814801898,0.7654701797143114,99.68847352024922,0.7661439299287743,100.0,,0.7614477476935276,0.7673811404304883
механические,1,эхо x2,0.7908357641658212,0.044876377672356166,0.7963406119910067,0.04519189317454251,0.05125924421490032,0.7881171428170871,0.05945610880580676,0.7924408883082251,56.26635269492413,0.7897813867317232,90.1098901098901,0.7885686430184912,94.9677306820164,0.7908357629885371,100.0,0.7908357629885371,100.0,,0.7979935919165021,0.7929104492037112
механические,1,эхо x4,0.8000737905182232,0.06401609547803576,0.8015748564060948,0.06503778264776759,0.05692137960630131,0.7967098505905593,0.06352790450681704,,62.65151515151515,,84.24242424242425,0.8007298884809725,96.96969696969695,0.8007298884809725,96.96969696969695,0.8000737916603567,100.0,,,
механические,1,эхо на четверти,0.7717809488613699,0.051521274676269734,0.7761352124282174,0.05093522371824826,0.04671710643495606,0.76917946285171,0.05451318284830431,0.7636222326117287,65.87022119933512,0.7668959979921305,87.85954481524102,0.7699321884628182,97.40084388185653,0.7706844949428682,98.24472573839664,0.7717809486742647,100.0,,0.7850223669256997,0.7794146318918401
механические,1,словарь к 25,0.7682682575017741,0.05843837121111936,0.7700104503200095,0.05809146095607263,0.050881008494065204,0.7657364111685698,0.06056558307495618,0.7589935676421457,51.78945249597424,0.7660229890900419,90.58977455716585,0.7670816497863022,98.51851851851852,0.7682682582192241,100.0,0.7682682582192241,100.0,,0.7708462136813908,0.7749101911378213
механические,1,словарь к 60,0.776066298240579,0.04782708732039794,0.7793247442088799,0.047460883337913484,0.05759348174422984,0.7725009731542624,0.06638897293394455,0.7660830438474068,54.25278219395866,0.7700095765433019,81.02808691043985,0.7741786270043779,94.27662957074722,0.7749463984460014,99.01960784313725,0.776066297248477,100.0,,0.7774454204819379,0.7735737469685633
механические,1,все слова разные,0.7435692414964526,0.05886706407177311,0.7483626039275131,0.0593667017985805,0.050025137063718784,0.7408746029730575,0.06099959403309704,0.7363036831401719,57.06091911309303,0.7400402629074071,91.02430323299889,0.7397484181473403,96.60121392295305,0.7434179019742229,99.73333333333333,0.7435692429081525,100.0,,0.7455836173757536,0.7509648409390005
механические,1,чужие хапаксы,0.7569392990637892,0.05023983540913973,0.7609552399414308,0.04946988871749534,0.05309449163751543,0.7539403038812772,0.06334714743337512,0.7492235907886752,52.957430245948565,0.7533236131416517,87.66268439709468,0.7552620382974647,97.52057077052734,0.7555307422061356,99.09031838856401,0.7569392978836098,100.0,,0.7607170027381857,0.7613530212310362
механические,1,хапаксы одного домена,0.7514948176779965,0.05728739455453416,0.7540725322099835,0.05767618587987358,0.04847195444867686,0.7491101912029828,0.05926116462083395,0.7467722805121716,52.263316134283876,0.7502439849760884,93.42996310738245,0.7506526336509854,98.71335355206323,0.7512147430896515,99.71509971509971,0.7514948158357725,100.0,,0.7643211477682069,0.7629530467715905
механические,1,20 чужих хапаксов,0.7669782388716734,0.05116583310528977,0.7714315873711254,0.051727653413697984,0.05159471839563338,0.7642419979889201,0.06109378962777376,0.7597578591740618,57.062368972746334,0.7618329074071056,85.16116352201259,0.765803147919187,98.08045073375263,0.766804205714183,99.37106918238993,0.7669782390213972,100.0,,0.7649852740025405,0.7715499347709623
