genre,mode,q,model,auc,n_human,n_model
academic_abstracts,q0.5_range,0.0,gpt-5-nano,0.8546666666666666,150,150
academic_abstracts,q0.5_range,0.0,gemini-2.5-flash,0.7742222222222223,150,150
academic_abstracts,q0.5_range,0.0,deepseek-v4-flash,0.7954666666666668,150,150
academic_abstracts,q0.5_range,0.0,qwen3.6-flash,0.9656,150,150
academic_abstracts,q0.5_range,0.05,gpt-5-nano,0.8596444444444444,150,150
academic_abstracts,q0.5_range,0.05,gemini-2.5-flash,0.7748444444444444,150,150
academic_abstracts,q0.5_range,0.05,deepseek-v4-flash,0.7993333333333333,150,150
academic_abstracts,q0.5_range,0.05,qwen3.6-flash,0.9693777777777778,150,150
academic_abstracts,q0.5_range,0.1,gpt-5-nano,0.8578222222222222,150,150
academic_abstracts,q0.5_range,0.1,gemini-2.5-flash,0.7754666666666666,150,150
academic_abstracts,q0.5_range,0.1,deepseek-v4-flash,0.8026666666666666,150,150
academic_abstracts,q0.5_range,0.1,qwen3.6-flash,0.9729777777777778,150,150
academic_abstracts,q0.5_range,0.15,gpt-5-nano,0.8556888888888889,150,150
academic_abstracts,q0.5_range,0.15,gemini-2.5-flash,0.7762222222222221,150,150
academic_abstracts,q0.5_range,0.15,deepseek-v4-flash,0.8056000000000001,150,150
academic_abstracts,q0.5_range,0.15,qwen3.6-flash,0.9758222222222223,150,150
academic_abstracts,q0.5_range,0.2,gpt-5-nano,0.8551999999999998,150,150
academic_abstracts,q0.5_range,0.2,gemini-2.5-flash,0.7758666666666666,150,150
academic_abstracts,q0.5_range,0.2,deepseek-v4-flash,0.8070666666666666,150,150
academic_abstracts,q0.5_range,0.2,qwen3.6-flash,0.9790666666666668,150,150
academic_abstracts,q0.5_range,0.25,gpt-5-nano,0.8557333333333335,150,150
academic_abstracts,q0.5_range,0.25,gemini-2.5-flash,0.7740444444444444,150,150
academic_abstracts,q0.5_range,0.25,deepseek-v4-flash,0.808311111111111,150,150
academic_abstracts,q0.5_range,0.25,qwen3.6-flash,0.9799555555555556,150,150
academic_abstracts,q0.5_range,0.3,gpt-5-nano,0.8527555555555556,150,150
academic_abstracts,q0.5_range,0.3,gemini-2.5-flash,0.7663111111111112,150,150
academic_abstracts,q0.5_range,0.3,deepseek-v4-flash,0.8069333333333333,150,150
academic_abstracts,q0.5_range,0.3,qwen3.6-flash,0.9724444444444444,150,150
academic_abstracts,q0.5_range,0.35,gpt-5-nano,0.8364444444444444,150,150
academic_abstracts,q0.5_range,0.35,gemini-2.5-flash,0.7422222222222223,150,150
academic_abstracts,q0.5_range,0.35,deepseek-v4-flash,0.7935111111111112,150,150
academic_abstracts,q0.5_range,0.35,qwen3.6-flash,0.9509333333333333,150,150
academic_abstracts,q0.5_range,0.4,gpt-5-nano,0.805911111111111,150,150
academic_abstracts,q0.5_range,0.4,gemini-2.5-flash,0.7108,150,150
academic_abstracts,q0.5_range,0.4,deepseek-v4-flash,0.7724888888888888,150,150
academic_abstracts,q0.5_range,0.4,qwen3.6-flash,0.9197777777777778,150,150
academic_abstracts,q0.5_range,0.45,gpt-5-nano,0.7718222222222223,150,150
academic_abstracts,q0.5_range,0.45,gemini-2.5-flash,0.6809777777777777,150,150
academic_abstracts,q0.5_range,0.45,deepseek-v4-flash,0.7543111111111112,150,150
academic_abstracts,q0.5_range,0.45,qwen3.6-flash,0.8874222222222222,150,150
academic_abstracts,q0.5_range,0.5,gpt-5-nano,0.7276888888888887,150,150
academic_abstracts,q0.5_range,0.5,gemini-2.5-flash,0.6569777777777779,150,150
academic_abstracts,q0.5_range,0.5,deepseek-v4-flash,0.7410222222222222,150,150
academic_abstracts,q0.5_range,0.5,qwen3.6-flash,0.8573777777777777,150,150
academic_abstracts,q_large,0.0,gpt-5-nano,0.8404,150,150
academic_abstracts,q_large,0.0,gemini-2.5-flash,0.7540444444444444,150,150
academic_abstracts,q_large,0.0,deepseek-v4-flash,0.7961777777777778,150,150
academic_abstracts,q_large,0.0,qwen3.6-flash,0.9594666666666667,150,150
academic_abstracts,q_large,0.05,gpt-5-nano,0.8433777777777778,150,150
academic_abstracts,q_large,0.05,gemini-2.5-flash,0.7555555555555555,150,150
academic_abstracts,q_large,0.05,deepseek-v4-flash,0.7955555555555556,150,150
academic_abstracts,q_large,0.05,qwen3.6-flash,0.9604888888888888,150,150
academic_abstracts,q_large,0.1,gpt-5-nano,0.8447555555555556,150,150
academic_abstracts,q_large,0.1,gemini-2.5-flash,0.7576,150,150
academic_abstracts,q_large,0.1,deepseek-v4-flash,0.7946222222222221,150,150
academic_abstracts,q_large,0.1,qwen3.6-flash,0.9611999999999999,150,150
academic_abstracts,q_large,0.15,gpt-5-nano,0.8465777777777778,150,150
academic_abstracts,q_large,0.15,gemini-2.5-flash,0.7601777777777778,150,150
academic_abstracts,q_large,0.15,deepseek-v4-flash,0.7953333333333333,150,150
academic_abstracts,q_large,0.15,qwen3.6-flash,0.9618666666666666,150,150
academic_abstracts,q_large,0.2,gpt-5-nano,0.8488888888888889,150,150
academic_abstracts,q_large,0.2,gemini-2.5-flash,0.7636,150,150
academic_abstracts,q_large,0.2,deepseek-v4-flash,0.7950666666666667,150,150
academic_abstracts,q_large,0.2,qwen3.6-flash,0.9627555555555556,150,150
academic_abstracts,q_large,0.25,gpt-5-nano,0.8507111111111112,150,150
academic_abstracts,q_large,0.25,gemini-2.5-flash,0.7655555555555557,150,150
academic_abstracts,q_large,0.25,deepseek-v4-flash,0.7951111111111111,150,150
academic_abstracts,q_large,0.25,qwen3.6-flash,0.9635111111111111,150,150
academic_abstracts,q_large,0.3,gpt-5-nano,0.8524444444444444,150,150
academic_abstracts,q_large,0.3,gemini-2.5-flash,0.7670666666666668,150,150
academic_abstracts,q_large,0.3,deepseek-v4-flash,0.7955111111111112,150,150
academic_abstracts,q_large,0.3,qwen3.6-flash,0.9645333333333332,150,150
academic_abstracts,q_large,0.35,gpt-5-nano,0.854311111111111,150,150
academic_abstracts,q_large,0.35,gemini-2.5-flash,0.7696000000000001,150,150
academic_abstracts,q_large,0.35,deepseek-v4-flash,0.7963555555555555,150,150
academic_abstracts,q_large,0.35,qwen3.6-flash,0.9652444444444445,150,150
academic_abstracts,q_large,0.4,gpt-5-nano,0.8552444444444444,150,150
academic_abstracts,q_large,0.4,gemini-2.5-flash,0.7713777777777777,150,150
academic_abstracts,q_large,0.4,deepseek-v4-flash,0.7961333333333332,150,150
academic_abstracts,q_large,0.4,qwen3.6-flash,0.9652444444444446,150,150
academic_abstracts,q_large,0.45,gpt-5-nano,0.8556888888888889,150,150
academic_abstracts,q_large,0.45,gemini-2.5-flash,0.7731555555555556,150,150
academic_abstracts,q_large,0.45,deepseek-v4-flash,0.7965333333333333,150,150
academic_abstracts,q_large,0.45,qwen3.6-flash,0.9655555555555554,150,150
academic_abstracts,q_large,0.5,gpt-5-nano,0.8546666666666666,150,150
academic_abstracts,q_large,0.5,gemini-2.5-flash,0.7742222222222223,150,150
academic_abstracts,q_large,0.5,deepseek-v4-flash,0.7954666666666668,150,150
academic_abstracts,q_large,0.5,qwen3.6-flash,0.9656,150,150
academic_abstracts,q_large,0.55,gpt-5-nano,0.8520444444444444,150,150
academic_abstracts,q_large,0.55,gemini-2.5-flash,0.7747111111111111,150,150
academic_abstracts,q_large,0.55,deepseek-v4-flash,0.7931555555555556,150,150
academic_abstracts,q_large,0.55,qwen3.6-flash,0.9646222222222223,150,150
academic_abstracts,q_large,0.6,gpt-5-nano,0.8472000000000001,150,150
academic_abstracts,q_large,0.6,gemini-2.5-flash,0.7682666666666667,150,150
academic_abstracts,q_large,0.6,deepseek-v4-flash,0.7878222222222222,150,150
academic_abstracts,q_large,0.6,qwen3.6-flash,0.9622222222222222,150,150
academic_abstracts,q_large,0.65,gpt-5-nano,0.8341333333333334,150,150
academic_abstracts,q_large,0.65,gemini-2.5-flash,0.7504888888888889,150,150
academic_abstracts,q_large,0.65,deepseek-v4-flash,0.7744888888888889,150,150
academic_abstracts,q_large,0.65,qwen3.6-flash,0.9571555555555556,150,150
academic_abstracts,q_large,0.7,gpt-5-nano,0.8043111111111111,150,150
academic_abstracts,q_large,0.7,gemini-2.5-flash,0.7096888888888889,150,150
academic_abstracts,q_large,0.7,deepseek-v4-flash,0.7484,150,150
academic_abstracts,q_large,0.7,qwen3.6-flash,0.9348888888888888,150,150
academic_abstracts,q_large,0.75,gpt-5-nano,0.7499555555555555,150,150
academic_abstracts,q_large,0.75,gemini-2.5-flash,0.6453333333333333,150,150
academic_abstracts,q_large,0.75,deepseek-v4-flash,0.6989777777777778,150,150
academic_abstracts,q_large,0.75,qwen3.6-flash,0.8643555555555555,150,150
academic_abstracts,q_large,0.8,gpt-5-nano,0.6981777777777778,150,150
academic_abstracts,q_large,0.8,gemini-2.5-flash,0.5952000000000001,150,150
academic_abstracts,q_large,0.8,deepseek-v4-flash,0.6307111111111111,150,150
academic_abstracts,q_large,0.8,qwen3.6-flash,0.7104,150,150
academic_abstracts,q_large,0.85,gpt-5-nano,0.6769333333333333,150,150
academic_abstracts,q_large,0.85,gemini-2.5-flash,0.5713777777777778,150,150
academic_abstracts,q_large,0.85,deepseek-v4-flash,0.5836888888888888,150,150
academic_abstracts,q_large,0.85,qwen3.6-flash,0.5549777777777778,150,150
academic_abstracts,q_large,0.9,gpt-5-nano,0.6498666666666667,150,150
academic_abstracts,q_large,0.9,gemini-2.5-flash,0.555688888888889,150,150
academic_abstracts,q_large,0.9,deepseek-v4-flash,0.5502222222222222,150,150
academic_abstracts,q_large,0.9,qwen3.6-flash,0.4770666666666667,150,150
academic_abstracts,q_small,0.0,gpt-5-nano,0.8404,150,150
academic_abstracts,q_small,0.0,gemini-2.5-flash,0.7540444444444444,150,150
academic_abstracts,q_small,0.0,deepseek-v4-flash,0.7961777777777778,150,150
academic_abstracts,q_small,0.0,qwen3.6-flash,0.9594666666666667,150,150
academic_abstracts,q_small,0.05,gpt-5-nano,0.8456888888888889,150,150
academic_abstracts,q_small,0.05,gemini-2.5-flash,0.7544,150,150
academic_abstracts,q_small,0.05,deepseek-v4-flash,0.7992888888888888,150,150
academic_abstracts,q_small,0.05,qwen3.6-flash,0.9627555555555555,150,150
academic_abstracts,q_small,0.1,gpt-5-nano,0.8453333333333334,150,150
academic_abstracts,q_small,0.1,gemini-2.5-flash,0.7577333333333331,150,150
academic_abstracts,q_small,0.1,deepseek-v4-flash,0.8020444444444446,150,150
academic_abstracts,q_small,0.1,qwen3.6-flash,0.9671555555555555,150,150
academic_abstracts,q_small,0.15,gpt-5-nano,0.8450222222222222,150,150
academic_abstracts,q_small,0.15,gemini-2.5-flash,0.7597333333333334,150,150
academic_abstracts,q_small,0.15,deepseek-v4-flash,0.8056,150,150
academic_abstracts,q_small,0.15,qwen3.6-flash,0.971288888888889,150,150
academic_abstracts,q_small,0.2,gpt-5-nano,0.8459111111111112,150,150
academic_abstracts,q_small,0.2,gemini-2.5-flash,0.7630222222222224,150,150
academic_abstracts,q_small,0.2,deepseek-v4-flash,0.8078666666666667,150,150
academic_abstracts,q_small,0.2,qwen3.6-flash,0.9738222222222221,150,150
academic_abstracts,q_small,0.25,gpt-5-nano,0.8473777777777778,150,150
academic_abstracts,q_small,0.25,gemini-2.5-flash,0.7619999999999999,150,150
academic_abstracts,q_small,0.25,deepseek-v4-flash,0.8077333333333333,150,150
academic_abstracts,q_small,0.25,qwen3.6-flash,0.9728888888888889,150,150
academic_abstracts,q_small,0.3,gpt-5-nano,0.8414222222222223,150,150
academic_abstracts,q_small,0.3,gemini-2.5-flash,0.7527555555555556,150,150
academic_abstracts,q_small,0.3,deepseek-v4-flash,0.804,150,150
academic_abstracts,q_small,0.3,qwen3.6-flash,0.9636,150,150
academic_abstracts,q_small,0.35,gpt-5-nano,0.8228000000000001,150,150
academic_abstracts,q_small,0.35,gemini-2.5-flash,0.7306222222222222,150,150
academic_abstracts,q_small,0.35,deepseek-v4-flash,0.7905777777777778,150,150
academic_abstracts,q_small,0.35,qwen3.6-flash,0.9404444444444444,150,150
academic_abstracts,q_small,0.4,gpt-5-nano,0.7885333333333333,150,150
academic_abstracts,q_small,0.4,gemini-2.5-flash,0.7018222222222221,150,150
academic_abstracts,q_small,0.4,deepseek-v4-flash,0.7718666666666667,150,150
academic_abstracts,q_small,0.4,qwen3.6-flash,0.9098222222222222,150,150
academic_abstracts,q_small,0.45,gpt-5-nano,0.7558222222222223,150,150
academic_abstracts,q_small,0.45,gemini-2.5-flash,0.6757777777777778,150,150
academic_abstracts,q_small,0.45,deepseek-v4-flash,0.7544,150,150
academic_abstracts,q_small,0.45,qwen3.6-flash,0.8822222222222222,150,150
academic_abstracts,q_small,0.5,gpt-5-nano,0.7276888888888887,150,150
academic_abstracts,q_small,0.5,gemini-2.5-flash,0.6569777777777779,150,150
academic_abstracts,q_small,0.5,deepseek-v4-flash,0.7410222222222222,150,150
academic_abstracts,q_small,0.5,qwen3.6-flash,0.8573777777777777,150,150
academic_abstracts,q_small,0.55,gpt-5-nano,0.701911111111111,150,150
academic_abstracts,q_small,0.55,gemini-2.5-flash,0.6417777777777778,150,150
academic_abstracts,q_small,0.55,deepseek-v4-flash,0.7272,150,150
academic_abstracts,q_small,0.55,qwen3.6-flash,0.8346666666666666,150,150
academic_abstracts,q_small,0.6,gpt-5-nano,0.6821333333333334,150,150
academic_abstracts,q_small,0.6,gemini-2.5-flash,0.6305333333333334,150,150
academic_abstracts,q_small,0.6,deepseek-v4-flash,0.7151111111111111,150,150
academic_abstracts,q_small,0.6,qwen3.6-flash,0.8159111111111111,150,150
academic_abstracts,q_small,0.65,gpt-5-nano,0.6626666666666665,150,150
academic_abstracts,q_small,0.65,gemini-2.5-flash,0.6195111111111111,150,150
academic_abstracts,q_small,0.65,deepseek-v4-flash,0.7076444444444444,150,150
academic_abstracts,q_small,0.65,qwen3.6-flash,0.7999555555555556,150,150
academic_abstracts,q_small,0.7,gpt-5-nano,0.6458222222222223,150,150
academic_abstracts,q_small,0.7,gemini-2.5-flash,0.6088888888888889,150,150
academic_abstracts,q_small,0.7,deepseek-v4-flash,0.6982666666666666,150,150
academic_abstracts,q_small,0.7,qwen3.6-flash,0.7818222222222221,150,150
academic_abstracts,q_small,0.75,gpt-5-nano,0.6274666666666666,150,150
academic_abstracts,q_small,0.75,gemini-2.5-flash,0.6000444444444444,150,150
academic_abstracts,q_small,0.75,deepseek-v4-flash,0.6883555555555555,150,150
academic_abstracts,q_small,0.75,qwen3.6-flash,0.7647111111111112,150,150
academic_abstracts,q_small,0.8,gpt-5-nano,0.608,150,150
academic_abstracts,q_small,0.8,gemini-2.5-flash,0.5854222222222223,150,150
academic_abstracts,q_small,0.8,deepseek-v4-flash,0.6783555555555556,150,150
academic_abstracts,q_small,0.8,qwen3.6-flash,0.7428444444444444,150,150
academic_abstracts,q_small,0.85,gpt-5-nano,0.5875555555555555,150,150
academic_abstracts,q_small,0.85,gemini-2.5-flash,0.5691555555555555,150,150
academic_abstracts,q_small,0.85,deepseek-v4-flash,0.6648888888888889,150,150
academic_abstracts,q_small,0.85,qwen3.6-flash,0.7117777777777776,150,150
academic_abstracts,q_small,0.9,gpt-5-nano,0.5547555555555556,150,150
academic_abstracts,q_small,0.9,gemini-2.5-flash,0.5507555555555556,150,150
academic_abstracts,q_small,0.9,deepseek-v4-flash,0.6438666666666666,150,150
academic_abstracts,q_small,0.9,qwen3.6-flash,0.6689333333333334,150,150
amazon_reviews,q0.5_range,0.0,gpt-5-nano,0.6569333333333333,150,150
amazon_reviews,q0.5_range,0.0,gemini-2.5-flash,0.8240444444444445,150,150
amazon_reviews,q0.5_range,0.0,deepseek-v4-flash,0.7632888888888889,150,150
amazon_reviews,q0.5_range,0.0,qwen3.6-flash,0.902888888888889,150,150
amazon_reviews,q0.5_range,0.05,gpt-5-nano,0.6804444444444445,150,150
amazon_reviews,q0.5_range,0.05,gemini-2.5-flash,0.8353777777777778,150,150
amazon_reviews,q0.5_range,0.05,deepseek-v4-flash,0.7666222222222223,150,150
amazon_reviews,q0.5_range,0.05,qwen3.6-flash,0.9122222222222222,150,150
amazon_reviews,q0.5_range,0.1,gpt-5-nano,0.7058222222222222,150,150
